FileName;Duration;Format;Channels;Library;Description;Originator;Note;Category;Reference
UIGlitch_Bit 030_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 031_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 032_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 033_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 034_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 035_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 036_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 037_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 038_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 039_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 040_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 041_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 042_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 043_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 044_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 045_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 046_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 047_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 048_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 049_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 050_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 051_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 052_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 053_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 054_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 055_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 056_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 057_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 058_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 059_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 060_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 061_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 062_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 063_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 064_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 065_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 066_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 067_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 068_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 069_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 070_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 071_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 072_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 073_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 074_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 075_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 076_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 077_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 078_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 079_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 080_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 081_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 082_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 083_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 084_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 085_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 086_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 087_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 088_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 089_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 090_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 091_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 092_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 093_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 094_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 095_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 096_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 097_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 098_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 099_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 100_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 101_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 102_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 103_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 104_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 105_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 106_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 107_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 108_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 109_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 110_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 111_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 112_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 113_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 114_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 115_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 116_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 117_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 118_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 119_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 120_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 121_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 122_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 123_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 124_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 125_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 126_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 127_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 128_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 129_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 130_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 131_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 132_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 133_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 134_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 135_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 136_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 137_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 138_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 139_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 140_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 141_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 142_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 143_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 144_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 145_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 146_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 147_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 148_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 149_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Bit 150_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Bits;A very short abrupt digital glitch, noise;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 001_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 002_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 003_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 004_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 005_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 006_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 007_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 008_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 009_VZ_GN.wav;0:02;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 010_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 011_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 012_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 013_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 014_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 015_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 016_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
UIGlitch_Crackle 017_VZ_GN.wav;0:01;48 24;2;Glitch Noises/Glitch Crackles;Crackling glitch, interference;Vladislav Zharkov;;USER INTERFACE / GLITCH;vladislavzh.net
